#{"t_start": 1779744377.8609426, "env_id": "None"}
r,l,t
-122.0,49,3274.724663
-134.0,36,3276.067491
-156.0,29,3277.171868
-150.0,27,3278.261332
-128.0,48,3279.839682
599.0,1,3280.055922
635.0,65,3282.064653
599.0,1,3282.353224
-96.0,64,3284.621016
599.0,1,3284.827676
-116.0,52,3286.354434
599.0,1,3286.56586
-100.0,64,3288.285265
599.0,1,3288.529386
-154.0,34,3289.82001
599.0,1,3290.079841
-128.0,47,3291.479057
599.0,1,3291.826879
-130.0,61,3293.792977
599.0,1,3294.082616
642.0,92,3297.195189
-66.0,80,3299.509136
599.0,1,3299.803488
-146.0,33,3300.932969
-164.0,24,3301.822446
-138.0,39,3303.036046
-130.0,45,3304.276205
-76.0,89,3306.475204
-82.0,81,3308.674175
-124.0,48,3310.18134
-120.0,52,3311.524004
-140.0,37,3312.836037
-142.0,41,3314.158198
633.0,63,3315.990319
-106.0,50,3317.33929
-98.0,71,3319.649124
651.0,75,3321.742563
-142.0,40,3322.70567
637.0,67,3324.647523
-120.0,53,3326.153513
-140.0,47,3327.523051
-118.0,55,3329.006842
-132.0,41,3330.033689
647.0,71,3331.746333
-164.0,22,3332.532004
-132.0,43,3333.851816
-102.0,61,3335.547215
-154.0,29,3336.53057
-126.0,49,3338.044544
-132.0,45,3339.393747
636.0,54,3340.641666
636.0,48,3341.938561
-136.0,45,3343.314562
614.0,74,3345.347672
-120.0,51,3347.043198
-162.0,22,3347.774707
-116.0,59,3349.602252
637.0,49,3350.909031
637.0,53,3352.233599
-176.0,14,3352.855135
-152.0,28,3353.934227
-140.0,40,3355.252855
599.0,1,3355.437959
641.0,73,3357.786059
-136.0,42,3359.224148
599.0,1,3359.502269
636.0,52,3361.072812
599.0,1,3361.275831
-118.0,51,3362.514806
599.0,1,3362.737766
-130.0,47,3364.228877
599.0,1,3364.389159
-88.0,63,3366.450877
599.0,1,3366.680829
-162.0,24,3367.734667
599.0,1,3367.961402
-184.0,13,3368.773731
599.0,1,3369.046018
-146.0,40,3370.399521
599.0,1,3370.66304
-120.0,43,3372.306791
599.0,1,3372.643346
-118.0,54,3374.414836
599.0,1,3374.706163
-114.0,54,3376.593668
599.0,1,3376.877075
-96.0,71,3379.209974
-128.0,47,3380.617999
650.0,66,3382.578333
-94.0,74,3384.594973
-150.0,26,3385.366623
-136.0,42,3386.599052
-130.0,45,3387.694799
-108.0,61,3389.343958
-126.0,49,3390.663328
-136.0,39,3391.643157
-138.0,37,3392.501595
-132.0,45,3393.70007
-128.0,46,3394.725759
-160.0,22,3395.38565
-134.0,44,3396.586961
620.0,54,3397.804193
633.0,65,3399.649884
-110.0,55,3401.132647
641.0,51,3402.620274
-112.0,60,3404.144775
-140.0,45,3405.416312
-158.0,29,3406.459682
-108.0,64,3408.204274
-128.0,55,3409.735017
-134.0,48,3411.162569
-94.0,57,3412.748599
-154.0,36,3413.877126
-130.0,40,3415.135268
-140.0,37,3416.42965
-122.0,52,3418.042446
-48.0,114,3420.835348
-142.0,37,3422.05279
631.0,57,3423.752587
636.0,64,3425.466879
-118.0,54,3426.999735
-138.0,50,3428.588443
-138.0,47,3429.939946
-152.0,43,3431.488286
640.0,74,3433.807019
-156.0,33,3434.924833
-136.0,44,3436.251871
-132.0,47,3437.752445
599.0,1,3438.036509
599.0,1,3438.235681
-108.0,58,3440.114896
599.0,1,3440.388228
599.0,1,3440.603977
-112.0,54,3442.305199
599.0,1,3442.541152
-118.0,74,3444.917866
599.0,1,3445.161518
-140.0,40,3446.836971
599.0,1,3447.075522
-144.0,37,3448.425379
599.0,1,3448.755572
599.0,1,3449.0004
-138.0,40,3450.539024
599.0,1,3450.903399
-140.0,41,3452.343711
599.0,1,3452.630351
-140.0,32,3453.91311
599.0,1,3454.150312
-148.0,27,3455.354854
599.0,1,3455.665886
-90.0,67,3458.031733
629.0,43,3459.36364
-136.0,36,3460.510251
-118.0,53,3461.872133
-136.0,36,3463.038699
-136.0,40,3464.161159
-116.0,54,3465.536355
-130.0,41,3466.67454
-110.0,58,3468.343569
650.0,64,3469.918661
646.0,88,3471.857678
-120.0,50,3473.353434
647.0,73,3475.518709
-144.0,41,3476.866218
-158.0,34,3477.991357
-114.0,52,3479.397713
-158.0,34,3480.401548
646.0,56,3481.795065
-114.0,53,3483.356958
-122.0,49,3484.804843
-112.0,54,3486.439713
-120.0,49,3487.850565
-146.0,35,3488.857441
-120.0,76,3491.052452
-114.0,44,3492.164401
-144.0,36,3493.17698
640.0,86,3495.367478
-152.0,32,3496.733524
-118.0,58,3498.558225
-160.0,26,3499.372508
-132.0,38,3500.378269
-138.0,34,3501.38927
-156.0,27,3502.215639
-130.0,39,3503.502919
-136.0,42,3504.939767
-146.0,35,3506.234971
-138.0,37,3507.532033
-142.0,41,3508.72109
-156.0,29,3509.835734
599.0,1,3510.038044
599.0,1,3510.276652
-130.0,49,3511.782683
599.0,1,3512.073187
-102.0,57,3513.970978
599.0,1,3514.186471
640.0,74,3516.499462
599.0,1,3516.736512
628.0,74,3518.837704
599.0,1,3519.072094
636.0,46,3520.799333
599.0,1,3521.13549
599.0,1,3521.37855
-130.0,43,3522.868536
599.0,1,3523.133434
-144.0,36,3524.414479
599.0,1,3524.683668
-144.0,42,3526.080801
599.0,1,3526.469036
-162.0,28,3527.813019
599.0,1,3528.100722
-142.0,39,3529.679769
599.0,1,3529.998848
-136.0,42,3531.571717
599.0,1,3531.964844
-126.0,39,3533.612472
-148.0,32,3534.585874
-152.0,33,3535.576103
627.0,63,3537.343288
-136.0,35,3538.395524
-142.0,39,3539.654849
-144.0,44,3540.827495
-136.0,46,3542.170198
-144.0,38,3543.266614
-122.0,48,3544.590779
-152.0,31,3545.534647
646.0,64,3547.277161
-88.0,70,3549.118633
646.0,54,3550.566824
-118.0,47,3551.707394
-148.0,33,3552.728363
-106.0,70,3554.570106
-150.0,29,3555.52678
-110.0,55,3556.874923
-120.0,52,3558.243564
-148.0,33,3559.260432
-132.0,45,3560.695708
-136.0,37,3561.900207
-142.0,38,3563.171448
-128.0,53,3564.65218
-112.0,64,3566.425197
639.0,61,3568.069967
641.0,53,3569.748245
638.0,70,3571.734413
-154.0,44,3572.948507
-156.0,33,3573.867159
659.0,75,3575.846137
638.0,94,3578.422609
-76.0,80,3580.34868
-122.0,53,3581.82198
-110.0,50,3583.349237
-128.0,46,3584.903147
-116.0,58,3586.450847
599.0,1,3586.578633
632.0,66,3588.483006
599.0,1,3588.676959
-148.0,35,3589.736992
599.0,1,3589.916093
-116.0,51,3591.337986
599.0,1,3591.577155
-122.0,50,3593.015155
599.0,1,3593.25983
-168.0,21,3594.127182
599.0,1,3594.440915
654.0,62,3596.263371
599.0,1,3596.518872
639.0,87,3599.126467
599.0,1,3599.382246
-72.0,104,3602.263037
599.0,1,3602.553085
-112.0,66,3604.405499
599.0,1,3604.698363
-148.0,36,3606.049926
-142.0,36,3607.539051
599.0,1,3607.842322
-128.0,42,3609.485992
599.0,1,3609.74613
-126.0,50,3611.556844
599.0,1,3611.984931
644.0,84,3614.779985
-118.0,55,3616.226089
-130.0,42,3617.417571
-132.0,45,3618.609609
-130.0,46,3619.806453
-138.0,46,3621.056225
638.0,82,3623.047033
648.0,54,3624.662796
-110.0,58,3626.407765
-92.0,61,3628.039
-94.0,69,3629.761482
-114.0,52,3631.092716
-136.0,44,3632.217861
-106.0,60,3633.632654
-118.0,52,3635.104599
-82.0,79,3637.004941
-130.0,43,3638.035924
-144.0,36,3639.020276
-152.0,38,3640.146555
-130.0,51,3641.61701
642.0,82,3643.774804
650.0,60,3645.384951
-132.0,44,3646.513142
-138.0,40,3647.677365
-158.0,31,3648.742599
-92.0,70,3650.293052
-102.0,61,3651.843634
-168.0,23,3652.754814
-96.0,67,3654.733377
-110.0,56,3656.433831
-70.0,82,3658.806943
-112.0,54,3660.608388
-84.0,68,3662.360964
-130.0,42,3663.861769
-82.0,73,3666.078892
-102.0,62,3668.029261
599.0,1,3668.157509
-148.0,36,3669.353662
641.0,47,3671.062517
599.0,1,3671.351356
-126.0,46,3673.014335
599.0,1,3673.240091
-124.0,47,3674.845491
599.0,1,3675.084616
-44.0,123,3679.35602
599.0,1,3679.606348
-124.0,51,3681.215922
599.0,1,3681.465867
-98.0,62,3683.7061
599.0,1,3684.048101
599.0,1,3684.294998
-102.0,61,3686.449077
599.0,1,3686.731871
-104.0,73,3689.239804
599.0,1,3689.64362
599.0,1,3690.199313
-90.0,67,3691.956943
599.0,1,3692.274939
-132.0,42,3694.344558
599.0,1,3694.677742
-132.0,47,3696.775255
599.0,1,3697.126292
599.0,1,3697.591752
-84.0,86,3700.767625
599.0,1,3701.144081
-168.0,22,3702.035064
-84.0,64,3704.145864
-140.0,43,3705.563354
637.0,55,3707.210749
-108.0,58,3708.470261
652.0,58,3709.925897
-122.0,47,3711.392618
-142.0,42,3712.69647
-104.0,64,3714.826296
645.0,79,3717.327848
-120.0,45,3718.874014
-128.0,52,3720.057528
-190.0,7,3720.484855
640.0,56,3721.846683
651.0,91,3724.286581
-148.0,35,3725.798934
-28.0,109,3729.279887
644.0,62,3730.814929
645.0,75,3733.511803
648.0,60,3735.50482
-144.0,34,3736.584202
-178.0,19,3737.273729
-142.0,44,3738.603644
-146.0,36,3740.093816
-132.0,44,3741.671604
-130.0,52,3743.136457
-112.0,49,3744.873368
-140.0,33,3745.908465
650.0,70,3748.204587
639.0,45,3749.909323
-132.0,43,3751.430683
641.0,105,3754.704834
-116.0,54,3756.777364
-78.0,88,3759.397933
-110.0,54,3761.120799
-158.0,28,3762.208354
-100.0,66,3764.494923
662.0,84,3766.29201
599.0,1,3766.516432
-128.0,43,3767.922273
599.0,1,3768.150086
650.0,74,3770.544158
-96.0,65,3771.922842
599.0,1,3772.103265
636.0,54,3774.19986
599.0,1,3774.466056
-132.0,45,3776.08994
599.0,1,3776.36168
-78.0,91,3778.995595
599.0,1,3779.276873
-24.0,134,3782.045506
599.0,1,3782.344785
-116.0,54,3784.358578
599.0,1,3784.670519
-116.0,47,3786.411448
599.0,1,3786.818173
-116.0,51,3788.758122
-134.0,43,3790.808983
599.0,1,3791.142695
648.0,60,3793.708496
599.0,1,3794.22623
-122.0,42,3796.033539
599.0,1,3796.415926
-122.0,46,3798.09558
-132.0,43,3799.355925
-152.0,41,3800.685612
-104.0,65,3802.496748
-132.0,49,3803.775798
-118.0,58,3805.178007
-146.0,41,3806.481307
-118.0,53,3808.23425
-132.0,39,3809.513367
-140.0,35,3810.84209
-150.0,32,3812.052289
-114.0,55,3813.684296
-120.0,52,3815.061127
-46.0,93,3817.804856
-104.0,63,3819.783688
-88.0,84,3822.551691
-156.0,37,3823.654572
-112.0,55,3825.360577
-84.0,70,3827.608718
-100.0,65,3829.711533
-74.0,81,3832.020512
-104.0,58,3833.839232
-114.0,58,3835.741676
-84.0,95,3838.545965
-136.0,43,3839.893092
-112.0,55,3840.954412
-88.0,79,3843.242378
-102.0,68,3845.248829
-118.0,42,3846.867246
-116.0,58,3848.535839
-172.0,23,3849.596316
-72.0,70,3851.222855
-152.0,33,3852.044708
-112.0,54,3853.309325
-176.0,17,3854.133241
-156.0,28,3855.095614
599.0,1,3855.311342
-114.0,54,3856.987915
599.0,1,3857.20622
599.0,1,3857.474385
-160.0,22,3858.353795
599.0,1,3858.573756
-110.0,58,3859.781747
599.0,1,3860.091115
599.0,1,3860.255672
-158.0,32,3861.609223
599.0,1,3861.961206
-148.0,39,3863.33079
599.0,1,3863.607202
-114.0,57,3865.835674
-136.0,33,3867.36951
599.0,1,3867.67189
-116.0,54,3869.827997
599.0,1,3870.216897
-134.0,45,3871.857345
599.0,1,3872.181838
599.0,1,3872.610147
-34.0,118,3876.459636
599.0,1,3876.838026
-134.0,43,3878.81697
599.0,1,3879.214788
-50.0,94,3882.35908
599.0,1,3882.753389
